sent
19336	"	0 " PNCT
19337	)	0 ) PNCT
19338	объявили	0 объявить VERB perf tran plur actv past indc
19339	,	0 , PNCT
19339	что	0 что CONJ
19340	направили	0 направить VERB perf tran plur actv past indc
19341	депутатский	0 депутатский ADJF masc sing accs inan
19342	запрос	0 запрос NOUN masc inan sing accs
19343	в	0 в PREP
19344	Минюст	0 Минюст NOUN masc inan sing accs
19345	.	0 . PNCT
/sent
sent
19345	Просматриваются	0 просматриваться VERB impf intr plur pres 3per indc
19346	всё	0 всё ADVB
19347	более	0 более ADVB
19348	тревожные	0 тревожный ADJF plur nomn
19349	попытки	0 попытка NOUN femn inan plur nomn
19350	выстроить	0 выстроить INFN perf tran actv
19351	достаточно	0 достаточно ADVB
19352	жёсткую	0 жесткий ADJF femn sing accs
19353	финансово-зависимую	0 финансово-зависимый ADJF femn sing accs
19354	авторитарную	0 авторитарный ADJF femn sing accs
19355	вертикаль	0 вертикаль NOUN femn inan sing accs
19356	власти	0 власть NOUN femn inan sing gent
19357	,	0 , PNCT
19357	назначаемую	0 назначать PRTF impf tran femn sing accs pssv pres
19358	единым	0 единый ADJF neut sing ablt
19359	лицом	0 лицо NOUN neut anim sing ablt
19360	--	0 -- PNCT
19360	президентом	0 президент NOUN masc anim sing ablt
19361	России	0 Россия NOUN femn inan sing gent
19362	,	0 , PNCT
19362	который	0 который ADJF Apro masc sing nomn
19363	сам	0 сам ADJF Apro masc sing nomn
19364	находится	0 находиться VERB impf intr sing pres 3per indc
19365	в	0 в PREP
19366	зависимости	0 зависимость NOUN femn inan sing loct
19367	от	0 от PREP
19368	узкой	0 узкий ADJF femn sing gent
19369	группы	0 группа NOUN femn inan sing gent
19370	самых	0 самый ADJF Apro plur gent
19371	богатых	0 богатый ADJF plur gent
19372	людей	0 человек NOUN masc anim plur gent
19373	страны	0 страна NOUN femn inan sing gent
19374	.	0 . PNCT
/sent
sent
19374	Это	0 это ADJF Apro Subx neut sing nomn
19375	особенная	0 особенный ADJF femn sing nomn
19376	партия	0 партия NOUN femn inan sing nomn
19377	,	0 , PNCT
19377	она	0 она ADJF Apro Subx femn sing 3per nomn
19378	не	0 не PRCL
19379	вознаградит	0 вознаградить VERB perf tran sing actv futr 3per indc
19380	человека	0 человек NOUN masc anim sing gent
19381	карьерой	0 карьера NOUN femn inan sing ablt
19382	,	0 , PNCT
19382	деньгами	0 деньги NOUN plur ablt
19383	,	0 , PNCT
19383	но	0 но CONJ
19384	она	0 она ADJF Apro Subx femn sing 3per nomn
19385	может	0 мочь VERB impf intr actv sing pres 3per indc
19386	дать	0 дать INFN perf tran actv
19387	человеку	0 человек NOUN masc anim sing datv
19388	возможность	0 возможность NOUN femn inan sing accs
19389	реализоваться	0 реализоваться INFN perf intr
19390	.	0 . PNCT
/sent
sent
19390	По	0 по PREP
19391	заявлениям	0 заявление NOUN neut inan plur datv
19392	официальных	0 официальный ADJF plur gent
19393	представителей	0 представитель NOUN masc anim plur gent
19394	,	0 , PNCT
19394	при	0 при PREP
19395	проведении	0 проведение NOUN neut inan sing loct
19396	опасной	0 опасный ADJF femn sing gent
19397	операции	0 операция NOUN femn inan sing gent
19398	в	0 в PREP
19399	Толстопальцево	0 Толстопальцево NOUN neut inan Fixd sing loct
19400	эвакуировали	0 эвакуировать VERB perf tran plur actv past indc
19401	всех	0 весь ADJF Apro plur accs anim
19402	жителей	0 житель NOUN masc anim plur accs
19403	из	0 из PREP
19404	близлежащих	0 близлежащий ADJF plur gent
19405	домов	0 дом NOUN masc inan plur gent
19406	.	0 . PNCT
/sent
sent
19406	Ещё	0 еще ADVB
19407	год	0 год NOUN masc inan sing accs
19408	-	0 - PNCT
19408	два	0 два NUMR masc accs
19409	назад	0 назад ADVB
19410	милиция	0 милиция NOUN femn inan sing nomn
19411	привлекала	0 привлекать VERB impf tran femn sing actv past indc
19412	к	0 к PREP
19413	ответственности	0 ответственность NOUN femn inan sing datv
19414	в	0 в PREP
19415	основном	0 основный ADJF neut sing loct
19416	покупателей	0 покупатель NOUN masc anim plur accs
19417	-	0 - PNCT
19417	потребителей	0 потребитель NOUN masc anim plur accs
19418	и	0 и CONJ
19419	мелких	0 мелкий ADJF plur accs anim
19420	торговцев	0 торговец NOUN masc anim plur accs
19421	-	0 - PNCT
19421	посредников	0 посредник NOUN masc anim plur accs
19422	.	0 . PNCT
/sent
sent
19422	При	0 при PREP
19423	этом	0 это ADJF Apro Subx neut sing loct
19424	Илларионов	0 Илларионов NOUN masc anim sing nomn
19425	,	0 , PNCT
19425	не	0 не PRCL
19426	моргнув	0 моргнуть GRND perf intr actv past
19427	глазом	0 глаз NOUN masc inan sing ablt
19428	,	0 , PNCT
19428	ссылается	0 ссылаться VERB impf intr sing pres 3per indc
19429	на	0 на PREP
19430	пример	0 пример NOUN masc inan sing accs
19431	ОПЕК	0 ОПЕК NOUN femn inan Fixd sing gent
19432	.	0 . PNCT
/sent
sent
19432	Концепция	0 концепция NOUN femn inan sing nomn
19433	льготного	0 льготный ADJF neut sing gent
19434	государства	0 государство NOUN neut inan sing gent
/sent
sent
19435	Селезневское	0 селезневский ADJF neut sing nomn
19436	оперение	0 оперение NOUN neut inan sing nomn
19437	"	0 " PNCT
19437	привлекает	0 привлекать VERB impf tran sing actv pres 3per indc
19438	не	0 не PRCL
19439	более	0 более ADVB
19440	1	0 1 NUMR
19441	-	0 - PNCT
19441	2	0 2 NUMR
19442	%	0 % PNCT
19442	голосов	0 голос NOUN masc inan plur gent
19443	.	0 . PNCT
/sent
sent
19443	Многое	0 многое ADJF Apro Subx neut sing nomn
19444	было	0 быть VERB impf intr actv neut sing past indc
19445	сделано	0 сделать PRTS perf neut sing pssv past
19446	.	0 . PNCT
/sent
sent
19446	Одним	0 один ADJF Apro plur datv
19447	чудятся	0 чудиться VERB impf intr plur pres 3per indc
19448	ежовые	0 ежовый ADJF plur nomn
19449	рукавицы	0 рукавица NOUN femn inan plur nomn
19450	Лубянки	0 лубянка NOUN femn inan sing gent
19451	,	0 , PNCT
19451	другим	0 другой ADJF Apro plur datv
19452	напрасно	0 напрасно ADVB
19453	мнится	0 мниться VERB impf intr sing pres 3per indc
19454	,	0 , PNCT
19454	что	0 что CONJ
19455	наконец	0 наконец ADVB
19456	и	0 и CONJ
19457	на	0 на PREP
19458	олигархов	0 олигарх NOUN masc anim plur accs
19459	отыскалась	0 отыскаться VERB perf intr femn sing past indc
19460	управа	0 управа NOUN femn inan sing nomn
19461	,	0 , PNCT
19461	и	0 и CONJ
19462	все	0 весь ADJF Apro plur nomn
19463	вместе	0 вместе ADVB
19464	мы	0 мы ADJF Apro Subx plur 1per nomn
19465	,	0 , PNCT
19465	соотечественники	0 соотечественник NOUN masc anim plur nomn
19466	,	0 , PNCT
19466	можем	0 мочь VERB impf intr actv plur pres 1per indc
19467	проморгать	0 проморгать INFN perf tran actv
19468	куда	0 куда ADVB Ques
19469	более	0 более ADVB
19470	грозные	0 грозный ADJF plur accs inan
19471	перемены	0 перемена NOUN femn inan plur accs
19472	в	0 в PREP
19473	мире	0 мир NOUN masc inan sing loct
19474	,	0 , PNCT
19474	угрозу	0 угроза NOUN femn inan sing accs
19475	нашей	0 наш ADJF Apro femn sing datv
19476	беззащитной	0 беззащитный ADJF femn sing datv
19477	экономике	0 экономика NOUN femn inan sing datv
19478	извне	0 извне ADVB
19479	и	0 и CONJ
19480	вероятную	0 вероятный ADJF femn sing accs
19481	утрату	0 утрата NOUN femn inan sing accs
19482	в	0 в PREP
19483	экономике	0 экономика NOUN femn inan sing loct
19484	всего	0 всё ADJF Apro Subx neut sing gent
19485	,	0 , PNCT
19485	на	0 на PREP
19486	что	0 что ADJF Apro Subx neut sing accs
19487	ещё	0 еще ADVB
19488	теплится	0 теплиться VERB impf intr sing pres 3per indc
19489	надежда	0 надежда NOUN femn inan sing nomn
19490	.	0 . PNCT
/sent
sent
19490	Однако	0 однако CONJ
19491	в	0 в PREP
19492	2001	0 2001 NUMR
19493	году	0 год NOUN masc inan sing loc2
19494	вновь	0 вновь ADVB
19495	появилось	0 появиться VERB perf intr neut sing past indc
19496	постановление	0 постановление NOUN neut inan sing nomn
19497	правительства	0 правительство NOUN neut inan sing gent
19498	"	0 " PNCT
19498	О	0 о PREP
19499	размещении	0 размещение NOUN neut inan sing loct
19500	временно	0 временно ADVB
19501	свободных	0 свободный ADJF plur gent
19502	средств	0 средство NOUN neut inan plur gent
19503	Пенсионного	0 пенсионный ADJF masc sing gent
19504	фонда	0 фонд NOUN masc inan sing gent
19505	РФ	0 РФ NOUN femn inan Fixd sing gent
19506	"	0 " PNCT
19507	.	0 . PNCT
/sent
sent
19508	В	0 в PREP
19509	дальнейшем	0 дальнейший ADJF neut sing loct
19510	,	0 , PNCT
19510	возможно	0 возможно CONJ Prnt
19511	,	0 , PNCT
19511	будет	0 быть VERB impf intr actv sing futr 3per indc
19512	предложена	0 предложить PRTS perf femn sing pssv past
19513	система	0 система NOUN femn inan sing nomn
19514	накопительных	0 накопительный ADJF plur gent
19515	счётов	0 счет NOUN masc inan plur gent
19516	,	0 , PNCT
19516	где	0 где ADVB Ques
19517	будут	0 быть VERB impf intr actv plur futr 3per indc
19518	аккумулироваться	0 аккумулироваться INFN impf intr
19519	бюджетные	0 бюджетный ADJF plur nomn
19520	средства	0 средство NOUN neut inan plur nomn
19521	и	0 и CONJ
19522	платежи	0 платеж NOUN masc inan plur nomn
19523	населения	0 население NOUN neut inan sing gent
19524	,	0 , PNCT
19524	предназначенные	0 предназначить PRTF perf tran plur nomn pssv past
19525	исключительно	0 исключительно PRCL
19526	на	0 на PREP
19527	эти	0 этот ADJF Apro plur accs inan
19528	цели	0 цель NOUN femn inan plur accs
19529	.	0 . PNCT
/sent
sent
19529	И	0 и CONJ
19530	вот	0 вот PRCL
19531	они	0 они ADJF Apro Subx plur 3per nomn
19532	вместе	0 вместе ADVB
19533	:	0 : PNCT
19533	здоровый	0 здоровый ADJF masc sing nomn
19534	мужик	0 мужик NOUN masc anim sing nomn
19535	--	0 -- PNCT
19535	президент	0 президент NOUN masc anim sing nomn
19536	,	0 , PNCT
19536	и	0 и CONJ
19537	рядом	0 рядом ADVB
19538	с	0 с PREP
19539	ним	0 он ADJF Apro Subx masc sing 3per ablt
19540	вышагивавший	0 вышагивать PRTF impf intr actv masc sing nomn past
19541	маленький	0 маленький ADJF masc sing nomn
19542	человечек	0 человечек NOUN masc anim sing nomn
19543	,	0 , PNCT
19543	глядящий	0 глядеть PRTF impf tran actv masc sing nomn pres
19544	снизу	0 снизу ADVB
19545	вверх	0 вверх ADVB
19546	на	0 на PREP
19547	своего	0 свой ADJF Apro masc sing accs anim
19548	"	0 " PNCT
19548	царя	0 царь NOUN masc anim sing accs
19549	"	0 " PNCT
19550	,	0 , PNCT
19551	премьер	0 премьер NOUN masc anim sing nomn
19552	,	0 , PNCT
19552	мило	0 мило ADVB
19553	улыбаясь	0 улыбаться GRND impf intr pres
19554	,	0 , PNCT
19554	внушали	0 внушать VERB impf tran plur actv past indc
19555	народу	0 народ NOUN masc inan sing datv
19556	:	0 : PNCT
19556	всё	0 всё ADJF Apro Subx neut sing nomn
19557	нормально	0 нормальный ADJS neut sing
19558	,	0 , PNCT
19558	в	0 в PREP
19559	стране	0 страна NOUN femn inan sing loct
19560	стабильность	0 стабильность NOUN femn inan sing nomn
19561	.	0 . PNCT
/sent
sent
19561	Нас	0 мы ADJF Apro Subx plur 1per accs
19562	,	0 , PNCT
19562	чего	0 что ADJF Apro Subx neut sing gent
19563	доброго	0 добрый ADJF neut sing gent
19564	,	0 , PNCT
19564	могут	0 мочь VERB impf intr actv plur pres 3per indc
19565	снять	0 снять INFN perf tran actv
19566	с	0 с PREP
19567	выборов	0 выборы NOUN plur gent
19568	из-за	0 из-за PREP
19569	них	0 они ADJF Apro Subx plur 3per gent
19570	.	0 . PNCT
/sent
sent
19570	Это	0 это ADJF Apro Subx neut sing nomn
19571	ж	0 ж PRCL
19572	надо	0 надо PRED
19573	так	0 так ADVB Ques
19574	разрастись	0 разрастись INFN perf intr
19575	!	0 ! PNCT
/sent
sent
19575	Они	0 они ADJF Apro Subx plur 3per nomn
19576	считают	0 считать VERB impf tran plur actv pres 3per indc
19577	,	0 , PNCT
19577	что	0 что CONJ
19578	мы	0 мы ADJF Apro Subx plur 1per nomn
19579	больше	0 много ADVB Ques
19580	делим	0 делить VERB impf tran plur actv pres 1per indc
19581	власть	0 власть NOUN femn inan sing accs
19582	и	0 и CONJ
19583	зоны	0 зона NOUN femn inan plur accs
19584	влияния	0 влияние NOUN neut inan sing gent
19585	между	0 между PREP
19586	собой	0 себя ADJF Apro Subx ablt
19587	,	0 , PNCT
19587	чем	0 чем CONJ
19588	занимаемся	0 заниматься VERB impf intr plur pres 1per indc
19589	партией	0 партия NOUN femn inan sing ablt
19590	,	0 , PNCT
19590	и	0 и CONJ
19591	тем	0 то ADJF Apro Subx neut sing ablt
19592	самым	0 самый ADJF Apro neut sing ablt
19593	создаём	0 создавать VERB impf tran plur actv pres 1per indc
19594	дополнительные	0 дополнительный ADJF plur accs inan
19595	трудности	0 трудность NOUN femn inan plur accs
19596	.	0 . PNCT
/sent
sent
19596	В	0 в PREP
19597	последнее	0 последний ADJF neut sing accs inan
19598	время	0 время NOUN neut inan sing accs
19599	много	0 много ADVB Ques
19600	говорят	0 говорить VERB impf tran plur actv pres 3per indc
19601	о	0 о PREP
19602	реформе	0 реформа NOUN femn inan sing loct
19603	РАО	0 РАО NOUN neut inan Fixd sing gent
19604	ЕЭС	0 ЕЭС NOUN neut inan Fixd sing gent
19605	,	0 , PNCT
19605	ЖКХ	0 ЖКХ NOUN neut inan Fixd sing gent
19606	и	0 и CONJ
19607	т	0 так ADVB Ques
19608	.	0 . PNCT
19608	д	0 далее ADVB
19609	.	0 . PNCT
19609	Простой	0 простой ADJF masc sing nomn
19610	человек	0 человек NOUN masc anim sing nomn
19611	чего	0 что ADJF Apro Subx neut sing gent
19612	боится	0 бояться VERB impf intr sing pres 3per indc
19613	?	0 ? PNCT
/sent
sent
19613	Не	0 не PRCL
19614	готовы	0 готовый ADJS plur
19615	к	0 к PREP
19616	прорыву	0 прорыв NOUN masc inan sing datv
19617	,	0 , PNCT
19617	к	0 к PREP
19618	взятию	0 взятие NOUN neut inan sing datv
19619	власти	0 власть NOUN femn inan sing gent
19620	?	0 ? PNCT
/sent
sent
19620	Один	0 один ADJF Apro sing masc nomn
19621	из	0 из PREP
19622	путей	0 путь NOUN masc inan plur gent
19623	:	0 : PNCT
19623	если	0 если CONJ
19624	президент	0 президент NOUN masc anim sing nomn
19625	и	0 и CONJ
19626	правительство	0 правительство NOUN neut inan sing nomn
19627	постоянно	0 постоянно ADVB
19628	игнорируют	0 игнорировать VERB impf tran plur actv pres 3per indc
19629	мнение	0 мнение NOUN neut inan sing accs
19630	регионов	0 регион NOUN masc inan plur gent
19631	,	0 , PNCT
19631	надо	0 надо PRED
19632	заставить	0 заставить INFN perf tran actv
19633	их	0 они ADJF Apro Subx plur 3per accs
19634	считаться	0 считаться INFN impf intr
19635	.	0 . PNCT
/sent
sent
19635	Мало	0 мало ADVB
19636	кто	0 кто ADJF Apro Subx masc sing nomn
19637	знает	0 знать VERB impf tran sing actv pres 3per indc
19638	,	0 , PNCT
19638	что	0 что CONJ
19639	уже	0 уже ADVB
19640	с	0 с PREP
19641	начала	0 начало NOUN neut inan plur accs
19642	2002	0 2002 NUMR
19643	г	0 год NOUN masc inan sing gent
19644	.	0 . PNCT
19644	операции	0 операция NOUN femn inan plur nomn
19645	с	0 с PREP
19646	пенсионными	0 пенсионный ADJF plur ablt
19647	деньгами	0 деньги NOUN plur ablt
19648	стали	0 стать VERB perf intr actv plur past indc
19649	делом	0 дело NOUN neut inan sing ablt
19650	вполне	0 вполне ADVB
19651	законным	0 законный ADJF neut sing ablt
19652	.	0 . PNCT
/sent
sent
19652	Это	0 это ADJF Apro Subx neut sing nomn
19653	крайне	0 крайне ADVB
19654	важно	0 важно PRED
19655	.	0 . PNCT
/sent
sent
19655	Тогда	0 тогда ADVB Ques
19656	его	0 он ADJF Apro Subx masc sing 3per accs
19657	отстраняют	0 отстранять VERB impf tran plur actv pres 3per indc
19658	или	0 или CONJ
19659	увольняют	0 увольнять VERB impf tran plur actv pres 3per indc
19660	.	0 . PNCT
/sent
sent
19660	Причём	0 причем CONJ
19661	механизм	0 механизм NOUN masc inan sing nomn
19662	таков	0 таков ADJF Apro nomn masc sing
19663	:	0 : PNCT
19663	капитализацию	0 капитализация NOUN femn inan sing accs
19664	любой	0 любой ADJF Apro femn sing gent
19665	компании	0 компания NOUN femn inan sing gent
19666	в	0 в PREP
19667	этих	0 этот ADJF Apro plur loct
19668	условиях	0 условие NOUN neut inan plur loct
19669	обрушить	0 обрушить INFN perf tran actv
19670	очень	0 очень ADVB
19671	легко	0 легко PRED
19672	,	0 , PNCT
19672	а	0 а CONJ
19673	вот	0 вот PRCL
19674	восстановление	0 восстановление NOUN neut inan sing nomn
19675	может	0 мочь VERB impf intr actv sing pres 3per indc
19676	растянуться	0 растянуться INFN perf intr
19677	на	0 на PREP
19678	весьма	0 весьма ADVB
19679	длительный	0 длительный ADJF masc sing accs inan
19680	срок	0 срок NOUN masc inan sing accs
19681	.	0 . PNCT
/sent
sent
19681	Теперь	0 теперь ADVB Ques
19682	же	0 же PRCL
19683	партийный	0 партийный ADJF masc sing nomn
19684	центризм	0 центризм NOUN masc inan sing nomn
19685	получит	0 получить VERB perf tran sing actv futr 3per indc
19686	официальный	0 официальный ADJF masc sing accs inan
19687	статус	0 статус NOUN masc inan sing accs
19688	:	0 : PNCT
19688	съезд	0 съезд NOUN masc inan sing nomn
19689	утвердит	0 утвердить VERB perf tran sing actv futr 3per indc
19690	идеологическую	0 идеологический ADJF femn sing accs
19691	платформу	0 платформа NOUN femn inan sing accs
19692	"	0 " PNCT
19692	Единой	0 единый ADJF femn sing gent
19693	России	0 Россия NOUN femn inan sing gent
19694	"	0 " PNCT
19695	,	0 , PNCT
19696	за	0 за PREP
19697	изготовление	0 изготовление NOUN neut inan sing accs
19698	которой	0 который ADJF Apro femn sing gent
19699	перед	0 перед PREP
19700	партией	0 партия NOUN femn inan sing ablt
19701	отвечает	0 отвечать VERB impf intr actv sing pres 3per indc
19702	лидер	0 лидер NOUN masc anim sing nomn
19703	депутатской	0 депутатский ADJF femn sing gent
19704	группы	0 группа NOUN femn inan sing gent
19705	"	0 " PNCT
19705	Регионы	0 регион NOUN masc inan plur nomn
19706	России	0 Россия NOUN femn inan sing gent
19707	"	0 " PNCT
19707	Олег	0 Олег NOUN masc anim sing nomn
19708	Морозов	0 Морозов NOUN masc anim sing nomn
19709	.	0 . PNCT
/sent
sent
19709	платить	0 платить INFN impf tran actv
19710	налоги	0 налог NOUN masc inan plur accs
19711	--	0 -- PNCT
19711	святой	0 святой ADJF femn sing nomn
19712	обязанность	0 обязанность NOUN femn inan sing nomn
19713	.	0 . PNCT
/sent
sent
19713	В	0 в PREP
19714	преддверии	0 преддверие NOUN neut inan sing loct
19715	выборов	0 выборы NOUN plur gent
19716	уже	0 уже ADVB
19717	началась	0 начаться VERB perf intr femn sing past indc
19718	борьба	0 борьба NOUN femn inan sing nomn
19719	за	0 за PREP
19720	голоса	0 голос NOUN masc inan plur accs
19721	верующих	0 верующий ADJF plur gent
19722	избирателей	0 избиратель NOUN masc anim plur gent
19723	.	0 . PNCT
/sent
sent
19723	Кадыров	0 Кадыров NOUN masc anim sing nomn
19724	уже	0 уже ADVB
19725	сейчас	0 сейчас ADVB Ques
19726	практически	0 практически ADVB
19727	считает	0 считать VERB impf tran sing actv pres 3per indc
19728	свою	0 свой ADJF Apro femn sing accs
19729	власть	0 власть NOUN femn inan sing accs
19730	таковой	0 таковой ADJF Apro femn sing ablt
19731	-	0 - PNCT
19731	по	0 по PREP
19732	данным	0 данные NOUN plur datv
19733	ГАЗЕТЫ	0 газета NOUN femn inan sing gent
19734	,	0 , PNCT
19734	в	0 в PREP
19735	администрации	0 администрация NOUN femn inan sing loct
19736	Чеченской	0 чеченский ADJF femn sing gent
19737	республики	0 республика NOUN femn inan sing gent
19738	все	0 весь ADJF Apro plur nomn
19739	бланки	0 бланк NOUN masc inan plur nomn
19740	и	0 и CONJ
19741	различная	0 различный ADJF femn sing nomn
19742	документация	0 документация NOUN femn inan sing nomn
19743	отпечатаны	0 отпечатать PRTS perf plur pssv past
19744	от	0 от PREP
19745	имени	0 имя NOUN neut inan sing gent
19746	"	0 " PNCT
19746	президента	0 президент NOUN masc anim sing gent
19747	ЧР	0 ЧР NOUN femn inan Fixd sing gent
19748	Ахмада	0 Ахмад NOUN masc anim sing gent
19749	Кадырова	0 Кадыров NOUN masc anim sing gent
19750	"	0 " PNCT
19750	без	0 без PREP
19751	всякой	0 всякий ADJF Apro femn sing gent
19752	приставки	0 приставка NOUN femn inan sing gent
19753	"	0 " PNCT
19753	и	0 исполнять VERB impf tran masc sing nomn actv pres
19754	.	0 . PNCT
19754	о	0 обязанность NOUN femn inan plur accs
19755	.	0 . PNCT
19756	"	0 " PNCT
19757	 	0   PNCT
19758	.	0 . PNCT
19759	Федеральный	0 федеральный ADJF masc sing nomn
19760	центр	0 центр NOUN masc inan sing nomn
19761	закрывает	0 закрывать VERB impf tran sing actv pres 3per indc
19762	глаза	0 глаз NOUN masc inan plur accs
19763	на	0 на PREP
19764	такие	0 такой ADJF Apro plur accs inan
19765	незначительные	0 незначительный ADJF plur accs inan
19766	нарушения	0 нарушение NOUN neut inan plur accs
19767	,	0 , PNCT
19767	хотя	0 хотя PRCL
19768	политические	0 политический ADJF plur nomn
19769	соперники	0 соперник NOUN masc anim plur nomn
19770	Кадырова	0 Кадыров NOUN masc anim sing gent
19771	и	0 и CONJ
19772	пишут	0 писать VERB impf tran plur actv pres 3per indc
19773	письма	0 письмо NOUN neut inan plur accs
19774	в	0 в PREP
19775	Кремль	0 кремль NOUN masc inan sing accs
19776	с	0 с PREP
19777	просьбой	0 просьба NOUN femn inan sing ablt
19778	обратить	0 обратить INFN perf tran actv
19779	внимание	0 внимание NOUN neut inan sing accs
19780	на	0 на PREP
19781	"	0 " PNCT
19781	проявления	0 проявление NOUN neut inan plur accs
19782	административного	0 административный ADJF masc sing gent
19783	ресурса	0 ресурс NOUN masc inan sing gent
19784	"	0 " PNCT
19785	.	0 . PNCT
/sent
sent
19786	умеренное	0 умеренный ADJF neut sing nomn
19787	увеличение	0 увеличение NOUN neut inan sing nomn
19788	производства	0 производство NOUN neut inan sing gent
19789	топливно-энергетических	0 топливно-энергетический ADJF plur gent
19790	ресурсов	0 ресурс NOUN masc inan plur gent
19791	,	0 , PNCT
19791	дающих	0 давать PRTF impf tran actv plur gent pres
19792	высокую	0 высокий ADJF femn sing accs
19793	финансовую	0 финансовый ADJF femn sing accs
19794	отдачу	0 отдача NOUN femn inan sing accs
19795	,	0 , PNCT
19795	хотя	0 хотя CONJ
19796	и	0 и CONJ
19797	требующих	0 требовать PRTF impf tran plur gent actv pres
19798	больших	0 большой ADJF plur gent
19799	единовременных	0 единовременный ADJF plur gent
19800	затрат	0 затрата NOUN femn inan plur gent
19801	.	0 . PNCT
/sent
sent
19801	Антитрестовские	0 антитрестовский ADJF plur nomn
19802	законы	0 закон NOUN masc inan plur nomn
19803	,	0 , PNCT
19803	проведённые	0 провести PRTF perf tran plur nomn pssv past
19804	жёсткой	0 жесткий ADJF femn sing ablt
19805	рукой	0 рука NOUN femn inan sing ablt
19806	,	0 , PNCT
19806	спасли	0 спасти VERB perf tran plur actv past indc
19807	от	0 от PREP
19808	краха	0 крах NOUN masc inan sing gent
19809	и	0 и CONJ
19810	американскую	0 американский ADJF femn sing accs
19811	нефтяную	0 нефтяной ADJF femn sing accs
19812	промышленность	0 промышленность NOUN femn inan sing accs
19813	.	0 . PNCT
/sent
sent
19813	Ответы	0 ответ NOUN masc inan plur nomn
19814	на	0 на PREP
19815	эти	0 этот ADJF Apro plur accs inan
19816	и	0 и CONJ
19817	другие	0 другой ADJF Apro plur accs inan
19818	вопросы	0 вопрос NOUN masc inan plur accs
19819	--	0 -- PNCT
19819	в	0 в PREP
19820	эксклюзивном	0 эксклюзивный ADJF masc sing loct
19821	комментарии	0 комментарий NOUN masc inan sing loct
19822	для	0 для PREP
19823	"	0 " PNCT
19823	Времени	0 время NOUN neut inan sing gent
19824	МН	0 МН NOUN plur inan Fixd gent
19825	"	0 " PNCT
19825	главного	0 главный ADJF masc sing gent
19826	экономиста	0 экономист NOUN masc anim sing gent
19827	компании	0 компания NOUN femn inan sing gent
19828	"	0 " PNCT
19828	Тройка	0 тройка NOUN femn inan sing nomn
19829	-	0 - PNCT
19829	Диалог	0 диалог NOUN masc inan sing nomn
19830	"	0 " PNCT
19830	Евгения	0 Евгений NOUN masc anim sing gent
19831	Гавриленкова	0 Гавриленков NOUN masc anim sing gent
19832	:	0 : PNCT
/sent
sent
19832	Госдума	0 Госдума NOUN femn inan sing nomn
19833	:	0 : PNCT
19833	Куда	0 куда ADVB Ques
19834	занесёт	0 занести VERB perf tran sing actv futr 3per indc
19835	Селезнева	0 Селезнев NOUN masc anim sing accs
19836	?	0 ? PNCT
/sent
sent
19836	Во	0 во PREP
19837	время	0 время NOUN neut inan sing accs
19838	допросов	0 допрос NOUN masc inan plur gent
19839	они	0 они ADJF Apro Subx plur 3per nomn
19840	дружно	0 дружно ADVB
19841	показали	0 показать VERB perf tran plur actv past indc
19842	,	0 , PNCT
19842	что	0 что CONJ
19843	никакие	0 никакой ADJF Apro plur nomn
19844	не	0 не PRCL
19845	бандиты	0 бандит NOUN masc anim plur nomn
19846	,	0 , PNCT
19846	а	0 а CONJ
19847	просто	0 просто PRCL
19848	сидели	0 сидеть VERB impf intr actv plur past indc
19849	и	0 и CONJ
19850	обсуждали	0 обсуждать VERB impf tran plur actv past indc
19851	,	0 , PNCT
19851	как	0 как ADVB Ques
19852	им	0 они ADJF Apro Subx plur 3per datv
19853	с	0 с PREP
19854	понедельника	0 понедельник NOUN masc inan sing gent
19855	цены	0 цена NOUN femn inan plur accs
19856	на	0 на PREP
19857	бензин	0 бензин NOUN masc inan sing accs
19858	повышать	0 повышать INFN impf tran actv
19859	.	0 . PNCT
/sent
sent
19859	А	0 а CONJ
19860	вот	0 вот PRCL
19861	налоги	0 налог NOUN masc inan plur accs
19862	они	0 они ADJF Apro Subx plur 3per nomn
19863	зачастую	0 зачастую ADVB
19864	платят	0 платить VERB impf tran plur actv pres 3per indc
19865	не	0 не PRCL
19866	в	0 в PREP
19867	Москве	0 Москва NOUN femn inan sing loct
19868	и	0 и CONJ
19869	не	0 не PRCL
19870	в	0 в PREP
19871	регионе	0 регион NOUN masc inan sing loct
19872	,	0 , PNCT
19872	где	0 где ADVB Ques
19873	добывают	0 добывать VERB impf tran plur actv pres 3per indc
19874	сырьё	0 сырье NOUN neut inan sing accs
19875	,	0 , PNCT
19875	а	0 а CONJ
19876	в	0 в PREP
19877	третьем	0 третий ADJF Anum neut sing loct
19878	месте	0 место NOUN neut inan sing loct
19879	--	0 -- PNCT
19879	там	0 там ADVB Ques
19880	,	0 , PNCT
19880	где	0 где ADVB Ques
19881	можно	0 можно PRED
19882	получить	0 получить INFN perf tran actv
19883	налоговую	0 налоговый ADJF femn sing accs
19884	льготу	0 льгота NOUN femn inan sing accs
19885	.	0 . PNCT
/sent
sent
19885	Если	0 если CONJ
19886	же	0 же PRCL
19887	отвлечься	0 отвлечься INFN perf intr
19888	от	0 от PREP
19889	предвыборных	0 предвыборный ADJF plur gent
19890	нападок	0 нападки NOUN plur gent
19891	со	0 со PREP
19892	стороны	0 сторона NOUN femn inan sing gent
19893	конкурентов	0 конкурент NOUN masc anim plur gent
